"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Monroe School District","900148620","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Monroe School District","900148620","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Monroe School District","900148620","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Monroe School District","900148620","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Monroe School District","900148620","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Monroe School District","900148620","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Monroe School District","900148620","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Monroe School District","900148620","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Monroe School District","900148620","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Monroe School District","900148620","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Montville School District","901148900","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Montville School District","901148900","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Montville School District","901148900","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Montville School District","901148900","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Naugatuck School District","900949950","2009-2010","English Language Learner","Suspensions","Percent","7.1"
"Naugatuck School District","900949950","2010-2011","English Language Learner","Suspensions","Percent","12.4"
"Naugatuck School District","900949950","2011-2012","English Language Learner","Suspensions","Percent","6.9"
"Naugatuck School District","900949950","2012-2013","English Language Learner","Suspensions","Percent","5.7"
"Naugatuck School District","900949950","2013-2014","English Language Learner","Suspensions","Percent","7.1"
"Naugatuck School District","900949950","2014-2015","English Language Learner","Suspensions","Percent","6.7"
"Naugatuck School District","900949950","2015-2016","English Language Learner","Suspensions","Percent","8.1"
"Naugatuck School District","900949950","2016-2017","English Language Learner","Suspensions","Percent","5.8"
"Naugatuck School District","900949950","2017-2018","English Language Learner","Suspensions","Percent","4.1"
"Naugatuck School District","900949950","2018-2019","English Language Learner","Suspensions","Percent","5.0"
"Naugatuck School District","900949950","2019-2020","English Language Learner","Suspensions","Percent","5.1"
"New Beginnings Inc. Family Academy District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"New Britain School District","900350440","2009-2010","English Language Learner","Suspensions","Percent","19.9"
"New Britain School District","900350440","2010-2011","English Language Learner","Suspensions","Percent","9.7"
"New Britain School District","900350440","2011-2012","English Language Learner","Suspensions","Percent","18.8"
"New Britain School District","900350440","2012-2013","English Language Learner","Suspensions","Percent","21.6"
"New Britain School District","900350440","2013-2014","English Language Learner","Suspensions","Percent","25.4"
"New Britain School District","900350440","2014-2015","English Language Learner","Suspensions","Percent","17.8"
"New Britain School District","900350440","2015-2016","English Language Learner","Suspensions","Percent","16.1"
"New Britain School District","900350440","2016-2017","English Language Learner","Suspensions","Percent","13.3"
"New Britain School District","900350440","2017-2018","English Language Learner","Suspensions","Percent","14.6"
"New Britain School District","900350440","2018-2019","English Language Learner","Suspensions","Percent","11.9"
"New Britain School District","900350440","2019-2020","English Language Learner","Suspensions","Percent","10.7"
"New Canaan School District","900150580","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"New Fairfield School District","900150860","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"New Fairfield School District","900150860","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"New Fairfield School District","900150860","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"New Fairfield School District","900150860","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"New Fairfield School District","900150860","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"New Hartford School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"New Hartford School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"New Haven School District","900952070","2009-2010","English Language Learner","Suspensions","Percent","10.8"
"New Haven School District","900952070","2010-2011","English Language Learner","Suspensions","Percent","6.7"
"New Haven School District","900952070","2011-2012","English Language Learner","Suspensions","Percent","7.9"
"New Haven School District","900952070","2012-2013","English Language Learner","Suspensions","Percent","6.0"
"New Haven School District","900952070","2013-2014","English Language Learner","Suspensions","Percent","5.0"
"New Haven School District","900952070","2014-2015","English Language Learner","Suspensions","Percent","5.1"
"New Haven School District","900952070","2015-2016","English Language Learner","Suspensions","Percent","4.0"
"New Haven School District","900952070","2016-2017","English Language Learner","Suspensions","Percent","3.5"
"New Haven School District","900952070","2017-2018","English Language Learner","Suspensions","Percent","3.1"
"New Haven School District","900952070","2018-2019","English Language Learner","Suspensions","Percent","4.5"
"New Haven School District","900952070","2019-2020","English Language Learner","Suspensions","Percent","2.6"
"New London School District","901152350","2009-2010","English Language Learner","Suspensions","Percent","14.3"
"New London School District","901152350","2010-2011","English Language Learner","Suspensions","Percent","20.1"
"New London School District","901152350","2011-2012","English Language Learner","Suspensions","Percent","16.1"
"New London School District","901152350","2012-2013","English Language Learner","Suspensions","Percent","20.4"
"New London School District","901152350","2013-2014","English Language Learner","Suspensions","Percent","18.8"
"New London School District","901152350","2014-2015","English Language Learner","Suspensions","Percent","16.3"
"New London School District","901152350","2015-2016","English Language Learner","Suspensions","Percent","14.1"
"New London School District","901152350","2016-2017","English Language Learner","Suspensions","Percent","13.2"
"New London School District","901152350","2017-2018","English Language Learner","Suspensions","Percent","11.4"
"New London School District","901152350","2018-2019","English Language Learner","Suspensions","Percent","9.7"
"New London School District","901152350","2019-2020","English Language Learner","Suspensions","Percent","7.9"
"New Milford School District","900552630","2009-2010","English Language Learner","Suspensions","Percent","4.7"
"New Milford School District","900552630","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"New Milford School District","900552630","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"New Milford School District","900552630","2012-2013","English Language Learner","Suspensions","Percent","4.8"
"New Milford School District","900552630","2013-2014","English Language Learner","Suspensions","Percent","5.3"
"New Milford School District","900552630","2014-2015","English Language Learner","Suspensions","Percent","5.3"
"New Milford School District","900552630","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"New Milford School District","900552630","2016-2017","English Language Learner","Suspensions","Percent","6.9"
"New Milford School District","900552630","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"New Milford School District","900552630","2018-2019","English Language Learner","Suspensions","Percent","3.3"
"New Milford School District","900552630","2019-2020","English Language Learner","Suspensions","Percent","4.3"
"Newington School District","900352140","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Newington School District","900352140","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Newington School District","900352140","2011-2012","English Language Learner","Suspensions","Percent","7.5"
"Newington School District","900352140","2012-2013","English Language Learner","Suspensions","Percent","4.3"
"Newington School District","900352140","2013-2014","English Language Learner","Suspensions","Percent","4.0"
"Newington School District","900352140","2014-2015","English Language Learner","Suspensions","Percent","4.7"
"Newington School District","900352140","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Newington School District","900352140","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Newington School District","900352140","2017-2018","English Language Learner","Suspensions","Percent","4.3"
"Newington School District","900352140","2018-2019","English Language Learner","Suspensions","Percent","3.7"
"Newington School District","900352140","2019-2020","English Language Learner","Suspensions","Percent","2.3"
"Newtown School District","900152980","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Newtown School District","900152980","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Newtown School District","900152980","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Norfolk School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Norfolk School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Norfolk School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Norfolk School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"North Branford School District","900953890","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"North Branford School District","900953890","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"North Canaan School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"North Haven School District","900954870","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"North Haven School District","900954870","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"North Haven School District","900954870","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"North Haven School District","900954870","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"North Stonington School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"North Stonington School District","901155500","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","901155500","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"North Stonington School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"North Stonington School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Norwalk School District","900156060","2009-2010","English Language Learner","Suspensions","Percent","7.2"
"Norwalk School District","900156060","2010-2011","English Language Learner","Suspensions","Percent","8.4"
"Norwalk School District","900156060","2011-2012","English Language Learner","Suspensions","Percent","6.9"
"Norwalk School District","900156060","2012-2013","English Language Learner","Suspensions","Percent","7.9"
"Norwalk School District","900156060","2013-2014","English Language Learner","Suspensions","Percent","6.3"
"Norwalk School District","900156060","2014-2015","English Language Learner","Suspensions","Percent","4.1"
"Norwalk School District","900156060","2015-2016","English Language Learner","Suspensions","Percent","4.3"
"Norwalk School District","900156060","2016-2017","English Language Learner","Suspensions","Percent","5.6"
"Norwalk School District","900156060","2017-2018","English Language Learner","Suspensions","Percent","7.1"
"Norwalk School District","900156060","2018-2019","English Language Learner","Suspensions","Percent","4.4"
"Norwalk School District","900156060","2019-2020","English Language Learner","Suspensions","Percent","4.0"
"Norwich Free Academy District","","2009-2010","English Language Learner","Suspensions","Percent","14.8"
"Norwich Free Academy District","","2010-2011","English Language Learner","Suspensions","Percent","18.0"
"Norwich Free Academy District","","2011-2012","English Language Learner","Suspensions","Percent","18.3"
"Norwich Free Academy District","","2012-2013","English Language Learner","Suspensions","Percent","17.6"
"Norwich Free Academy District","","2013-2014","English Language Learner","Suspensions","Percent","13.7"
"Norwich Free Academy District","","2014-2015","English Language Learner","Suspensions","Percent","13.4"
"Norwich Free Academy District","","2015-2016","English Language Learner","Suspensions","Percent","14.7"
"Norwich Free Academy District","","2016-2017","English Language Learner","Suspensions","Percent","21.5"
"Norwich Free Academy District","","2017-2018","English Language Learner","Suspensions","Percent","19.0"
"Norwich Free Academy District","","2018-2019","English Language Learner","Suspensions","Percent","14.1"
"Norwich Free Academy District","","2019-2020","English Language Learner","Suspensions","Percent","15.3"
"Norwich School District","901156270","2009-2010","English Language Learner","Suspensions","Percent","9.9"
"Norwich School District","901156270","2010-2011","English Language Learner","Suspensions","Percent","10.4"
"Norwich School District","901156270","2011-2012","English Language Learner","Suspensions","Percent","9.8"
"Norwich School District","901156270","2012-2013","English Language Learner","Suspensions","Percent","10.8"
"Norwich School District","901156270","2013-2014","English Language Learner","Suspensions","Percent","6.4"
"Norwich School District","901156270","2014-2015","English Language Learner","Suspensions","Percent","6.0"
"Norwich School District","901156270","2015-2016","English Language Learner","Suspensions","Percent","6.3"
"Norwich School District","901156270","2016-2017","English Language Learner","Suspensions","Percent","4.7"
"Norwich School District","901156270","2017-2018","English Language Learner","Suspensions","Percent","6.7"
"Norwich School District","901156270","2018-2019","English Language Learner","Suspensions","Percent","6.2"
"Norwich School District","901156270","2019-2020","English Language Learner","Suspensions","Percent","5.0"
"Odyssey Community School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Odyssey Community School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Odyssey Community School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Odyssey Community School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Odyssey Community School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Old Saybrook School District","900757320","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Old Saybrook School District","900757320","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Old Saybrook School District","900757320","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Orange School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Orange School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Orange School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Orange School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Orange School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Oxford School District","900958300","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Oxford School District","900958300","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Oxford School District","900958300","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Oxford School District","900958300","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Oxford School District","900958300","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Park City Prep Charter School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Park City Prep Charter School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Park City Prep Charter School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2014-2015","English Language Learner","Suspensions","Percent","33.3"
"Path Academy District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Path Academy District","","2016-2017","English Language Learner","Suspensions","Percent","25.9"
"Path Academy District","","2017-2018","English Language Learner","Suspensions","Percent","45.5"
"Path Academy District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Path Academy District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Plainfield School District","901559980","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Plainfield School District","901559980","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Plainfield School District","901559980","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Plainville School District","900360120","2018-2019","English Language Learner","Suspensions","Percent","5.0"
"Plainville School District","900360120","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Plymouth School District","900560750","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Pomfret School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Portland School District","900761800","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Portland School District","900761800","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Portland School District","900761800","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Portland School District","900761800","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Portland School District","900761800","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Portland School District","900761800","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Portland School District","900761800","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Portland School District","900761800","2016-2017","English Language Learner","Suspensions","Percent","-6666"
